model_code	model_name	임베딩용 요약텍스트	임베딩용 요약 텍스트2	임베딩용 요약 텍스트3
3094	A5(8W6)	아우디 A5(8W6) | 브랜드국가 독일 | 기타 | 기타 | 정보없음 | 3열 없음 | 동력원 가솔린/디젤/전기(라인업별 상이) | 연비 적정 | 유지비 적정 | #정보확인필요 | 장점 차량 특성 확인 필요 | 단점 세부 정보 확인 필요	모델=A5(8W6) | 브랜드=Audi | 구분=수입 | 브랜드국가=독일 | 바디=승용(세단/해치/왜건) | 차급=승용(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=높음 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=아우디 | 모델=A5(8W6) | 연식=2016.0~2025 | 별명=독3사 감성(비공식) | 태그=#아우디 #수입차 | 한줄=수입차 선호 수요에서 자주 비교되는 라인업.
3880	A5(B10)	아우디 A5(B10) | 브랜드국가 독일 | 기타 | 기타 | 정보없음 | 3열 없음 | 동력원 가솔린/디젤/전기(라인업별 상이) | 연비 적정 | 유지비 적정 | #정보확인필요 | 장점 차량 특성 확인 필요 | 단점 세부 정보 확인 필요	모델=A5(B10) | 브랜드=Audi | 구분=수입 | 브랜드국가=독일 | 바디=승용(세단/해치/왜건) | 차급=승용(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=높음 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=아우디 | 모델=A5(B10) | 연식=2025.0~현재 | 별명=독3사 감성(비공식) | 태그=#아우디 #수입차 | 한줄=수입차 선호 수요에서 자주 비교되는 라인업.
1549	A6	아우디 A6 | 브랜드국가 독일 | 기타 | 기타 | 정보없음 | 3열 없음 | 동력원 가솔린/디젤/전기(라인업별 상이) | 연비 적정 | 유지비 적정 | #정보확인필요 | 장점 차량 특성 확인 필요 | 단점 세부 정보 확인 필요	모델=A6 | 브랜드=Audi | 구분=수입 | 브랜드국가=독일 | 바디=승용(세단/해치/왜건) | 차급=준대형 세단 | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=높음 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=아우디 | 모델=A6 | 연식=1994.0~2009 | 별명=독3사 감성(비공식) | 태그=#아우디 #수입차 | 한줄=수입차 선호 수요에서 자주 비교되는 라인업.
1554	NEW A6	아우디 NEW A6 | 브랜드국가 독일 | 기타 | 기타 | 정보없음 | 3열 없음 | 동력원 가솔린/디젤/전기(라인업별 상이) | 연비 적정 | 유지비 적정 | #정보확인필요 | 장점 차량 특성 확인 필요 | 단점 세부 정보 확인 필요	모델=NEW A6 | 바디=승용(세단/해치/왜건) | 차급=승용(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=아우디 | 모델=NEW A6 | 연식=2009.0~2018 | 별명=독3사 감성(비공식) | 태그=#아우디 #수입차 | 한줄=수입차 선호 수요에서 자주 비교되는 라인업.
3038	A6(C8)	아우디 A6(C8) | 브랜드국가 독일 | 기타 | 기타 | 정보없음 | 3열 없음 | 동력원 가솔린/디젤/전기(라인업별 상이) | 연비 적정 | 유지비 적정 | #정보확인필요 | 장점 차량 특성 확인 필요 | 단점 세부 정보 확인 필요	모델=A6(C8) | 브랜드=Audi | 구분=수입 | 브랜드국가=독일 | 바디=승용(세단/해치/왜건) | 차급=준대형 세단 | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=높음 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=아우디 | 모델=A6(C8) | 연식=2019.0~현재 | 별명=독3사 감성(비공식) | 태그=#아우디 #수입차 | 한줄=수입차 선호 수요에서 자주 비교되는 라인업.
2033	A7	아우디 A7 | 브랜드국가 독일 | 기타 | 기타 | 정보없음 | 3열 없음 | 동력원 가솔린/디젤/전기(라인업별 상이) | 연비 적정 | 유지비 적정 | #정보확인필요 | 장점 차량 특성 확인 필요 | 단점 세부 정보 확인 필요	모델=A7 | 브랜드=Audi | 구분=수입 | 브랜드국가=독일 | 바디=승용(세단/해치/왜건) | 차급=승용(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=높음 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=아우디 | 모델=A7 | 연식=2010.0~2017 | 별명=독3사 감성(비공식) | 태그=#아우디 #수입차 | 한줄=수입차 선호 수요에서 자주 비교되는 라인업.
3075	A7(4K8)	아우디 A7(4K8) | 브랜드국가 독일 | 세단 | 준대형세단 | 5인 | 3열 없음 | 동력원 가솔린/디젤/하이브리드/전기(라인업별 상이) | 연비 적정~나쁨 | 유지비 적정~높음 | #패밀리세단 #장거리 #편안함 | 장점 정숙성 우수/승차감 중심 세팅 | 단점 유지비 증가/도심 연비 부담	모델=A7(4K8) | 브랜드=Kia | 구분=국산 | 브랜드국가=한국 | 바디=승용(세단/해치/왜건) | 차급=승용(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=낮음~보통 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=아우디 | 모델=A7(4K8) | 연식=2018.0~현재 | 별명=준대형 감성 세단 | 태그=#K8 #준대형세단 #패밀리세단 | 한줄=편안함과 감성으로 ‘준대형’ 수요에 맞는 선택지.
1550	A8	아우디 A8 | 브랜드국가 독일 | 기타 | 기타 | 정보없음 | 3열 없음 | 동력원 가솔린/디젤/전기(라인업별 상이) | 연비 적정 | 유지비 적정 | #정보확인필요 | 장점 차량 특성 확인 필요 | 단점 세부 정보 확인 필요	모델=A8 | 브랜드=Audi | 구분=수입 | 브랜드국가=독일 | 바디=승용(세단/해치/왜건) | 차급=대형 세단 | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=높음 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=아우디 | 모델=A8 | 연식=1994.0~2010 | 별명=독3사 감성(비공식) | 태그=#아우디 #수입차 | 한줄=수입차 선호 수요에서 자주 비교되는 라인업.
1973	NEW A8	아우디 NEW A8 | 브랜드국가 독일 | 기타 | 기타 | 정보없음 | 3열 없음 | 동력원 가솔린/디젤/전기(라인업별 상이) | 연비 적정 | 유지비 적정 | #정보확인필요 | 장점 차량 특성 확인 필요 | 단점 세부 정보 확인 필요	모델=NEW A8 | 바디=승용(세단/해치/왜건) | 차급=승용(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=아우디 | 모델=NEW A8 | 연식=2010.0~2018 | 별명=독3사 감성(비공식) | 태그=#아우디 #수입차 | 한줄=수입차 선호 수요에서 자주 비교되는 라인업.
2987	A8 (D5)	아우디 A8 (D5) | 브랜드국가 독일 | 기타 | 기타 | 정보없음 | 3열 없음 | 동력원 가솔린/디젤/전기(라인업별 상이) | 연비 적정 | 유지비 적정 | #정보확인필요 | 장점 차량 특성 확인 필요 | 단점 세부 정보 확인 필요	모델=A8 (D5) | 브랜드=Audi | 구분=수입 | 브랜드국가=독일 | 바디=승용(세단/해치/왜건) | 차급=대형 세단 | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=높음 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=아우디 | 모델=A8 (D5) | 연식=2018.0~현재 | 별명=독3사 감성(비공식) | 태그=#아우디 #수입차 | 한줄=수입차 선호 수요에서 자주 비교되는 라인업.
1558	S3	아우디 S3 | 브랜드국가 독일 | 기타 | 기타 | 정보없음 | 3열 없음 | 동력원 가솔린/디젤/전기(라인업별 상이) | 연비 적정 | 유지비 적정 | #정보확인필요 | 장점 차량 특성 확인 필요 | 단점 세부 정보 확인 필요	모델=S3 | 브랜드=Audi | 구분=수입 | 브랜드국가=독일 | 바디=승용(세단/해치/왜건) | 차급=승용(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=높음 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=아우디 | 모델=S3 | 연식=1996.0~현재 | 별명=독3사 감성(비공식) | 태그=#아우디 #수입차 | 한줄=수입차 선호 수요에서 자주 비교되는 라인업.
3368	S3(8Y)	아우디 S3(8Y) | 브랜드국가 독일 | 기타 | 기타 | 정보없음 | 3열 없음 | 동력원 가솔린/디젤/전기(라인업별 상이) | 연비 적정 | 유지비 적정 | #정보확인필요 | 장점 차량 특성 확인 필요 | 단점 세부 정보 확인 필요	모델=S3(8Y) | 브랜드=Audi | 구분=수입 | 브랜드국가=독일 | 바디=승용(세단/해치/왜건) | 차급=승용(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=높음 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=아우디 | 모델=S3(8Y) | 연식=2022.0~현재 | 별명=독3사 감성(비공식) | 태그=#아우디 #수입차 | 한줄=수입차 선호 수요에서 자주 비교되는 라인업.
1562	S4	아우디 S4 | 브랜드국가 독일 | 기타 | 기타 | 정보없음 | 3열 없음 | 동력원 가솔린/디젤/전기(라인업별 상이) | 연비 적정 | 유지비 적정 | #정보확인필요 | 장점 차량 특성 확인 필요 | 단점 세부 정보 확인 필요	모델=S4 | 브랜드=Audi | 구분=수입 | 브랜드국가=독일 | 바디=승용(세단/해치/왜건) | 차급=승용(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=높음 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=아우디 | 모델=S4 | 연식=1991.0~2008 | 별명=독3사 감성(비공식) | 태그=#아우디 #수입차 | 한줄=수입차 선호 수요에서 자주 비교되는 라인업.
2047	NEW S4	아우디 NEW S4 | 브랜드국가 독일 | 기타 | 기타 | 정보없음 | 3열 없음 | 동력원 가솔린/디젤/전기(라인업별 상이) | 연비 적정 | 유지비 적정 | #정보확인필요 | 장점 차량 특성 확인 필요 | 단점 세부 정보 확인 필요	모델=NEW S4 | 바디=승용(세단/해치/왜건) | 차급=승용(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=아우디 | 모델=NEW S4 | 연식=2008.0~현재 | 별명=독3사 감성(비공식) | 태그=#아우디 #수입차 | 한줄=수입차 선호 수요에서 자주 비교되는 라인업.
3204	S4(B9)	아우디 S4(B9) | 브랜드국가 독일 | 기타 | 기타 | 정보없음 | 3열 없음 | 동력원 가솔린/디젤/전기(라인업별 상이) | 연비 적정 | 유지비 적정 | #정보확인필요 | 장점 차량 특성 확인 필요 | 단점 세부 정보 확인 필요	모델=S4(B9) | 브랜드=Audi | 구분=수입 | 브랜드국가=독일 | 바디=승용(세단/해치/왜건) | 차급=승용(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=높음 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=아우디 | 모델=S4(B9) | 연식=2021.0~현재 | 별명=독3사 감성(비공식) | 태그=#아우디 #수입차 | 한줄=수입차 선호 수요에서 자주 비교되는 라인업.
2009	S5	아우디 S5 | 브랜드국가 독일 | 기타 | 기타 | 정보없음 | 3열 없음 | 동력원 가솔린/디젤/전기(라인업별 상이) | 연비 적정 | 유지비 적정 | #정보확인필요 | 장점 차량 특성 확인 필요 | 단점 세부 정보 확인 필요	모델=S5 | 브랜드=Audi | 구분=수입 | 브랜드국가=독일 | 바디=승용(세단/해치/왜건) | 차급=승용(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=높음 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=아우디 | 모델=S5 | 연식=2007.0~2009 | 별명=독3사 감성(비공식) | 태그=#아우디 #수입차 | 한줄=수입차 선호 수요에서 자주 비교되는 라인업.
2376	NEW S5	아우디 NEW S5 | 브랜드국가 독일 | 기타 | 기타 | 정보없음 | 3열 없음 | 동력원 가솔린/디젤/전기(라인업별 상이) | 연비 적정 | 유지비 적정 | #정보확인필요 | 장점 차량 특성 확인 필요 | 단점 세부 정보 확인 필요	모델=NEW S5 | 바디=승용(세단/해치/왜건) | 차급=승용(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=아우디 | 모델=NEW S5 | 연식=2009.0~현재 | 별명=독3사 감성(비공식) | 태그=#아우디 #수입차 | 한줄=수입차 선호 수요에서 자주 비교되는 라인업.
3203	S5(8W6)	아우디 S5(8W6) | 브랜드국가 독일 | 기타 | 기타 | 정보없음 | 3열 없음 | 동력원 가솔린/디젤/전기(라인업별 상이) | 연비 적정 | 유지비 적정 | #정보확인필요 | 장점 차량 특성 확인 필요 | 단점 세부 정보 확인 필요	모델=S5(8W6) | 브랜드=Audi | 구분=수입 | 브랜드국가=독일 | 바디=승용(세단/해치/왜건) | 차급=승용(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=높음 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=아우디 | 모델=S5(8W6) | 연식=2019.0~현재 | 별명=독3사 감성(비공식) | 태그=#아우디 #수입차 | 한줄=수입차 선호 수요에서 자주 비교되는 라인업.
1563	S6	아우디 S6 | 브랜드국가 독일 | 기타 | 기타 | 정보없음 | 3열 없음 | 동력원 가솔린/디젤/전기(라인업별 상이) | 연비 적정 | 유지비 적정 | #정보확인필요 | 장점 차량 특성 확인 필요 | 단점 세부 정보 확인 필요	모델=S6 | 브랜드=Audi | 구분=수입 | 브랜드국가=독일 | 바디=승용(세단/해치/왜건) | 차급=승용(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=높음 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=아우디 | 모델=S6 | 연식=1994.0~현재 | 별명=독3사 감성(비공식) | 태그=#아우디 #수입차 | 한줄=수입차 선호 수요에서 자주 비교되는 라인업.
3102	S6(C8)	아우디 S6(C8) | 브랜드국가 독일 | 기타 | 기타 | 정보없음 | 3열 없음 | 동력원 가솔린/디젤/전기(라인업별 상이) | 연비 적정 | 유지비 적정 | #정보확인필요 | 장점 차량 특성 확인 필요 | 단점 세부 정보 확인 필요	모델=S6(C8) | 브랜드=Audi | 구분=수입 | 브랜드국가=독일 | 바디=승용(세단/해치/왜건) | 차급=승용(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=높음 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=아우디 | 모델=S6(C8) | 연식=2019.0~현재 | 별명=독3사 감성(비공식) | 태그=#아우디 #수입차 | 한줄=수입차 선호 수요에서 자주 비교되는 라인업.
2048	S7	아우디 S7 | 브랜드국가 독일 | 기타 | 기타 | 정보없음 | 3열 없음 | 동력원 가솔린/디젤/전기(라인업별 상이) | 연비 적정 | 유지비 적정 | #정보확인필요 | 장점 차량 특성 확인 필요 | 단점 세부 정보 확인 필요	모델=S7 | 브랜드=Audi | 구분=수입 | 브랜드국가=독일 | 바디=승용(세단/해치/왜건) | 차급=승용(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=높음 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=아우디 | 모델=S7 | 연식=2012.0~현재 | 별명=독3사 감성(비공식) | 태그=#아우디 #수입차 | 한줄=수입차 선호 수요에서 자주 비교되는 라인업.
3103	S7(4K)	아우디 S7(4K) | 브랜드국가 독일 | 기타 | 기타 | 정보없음 | 3열 없음 | 동력원 가솔린/디젤/전기(라인업별 상이) | 연비 적정 | 유지비 적정 | #정보확인필요 | 장점 차량 특성 확인 필요 | 단점 세부 정보 확인 필요	모델=S7(4K) | 브랜드=Audi | 구분=수입 | 브랜드국가=독일 | 바디=승용(세단/해치/왜건) | 차급=승용(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=높음 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=아우디 | 모델=S7(4K) | 연식=2019.0~현재 | 별명=독3사 감성(비공식) | 태그=#아우디 #수입차 | 한줄=수입차 선호 수요에서 자주 비교되는 라인업.
1564	S8	아우디 S8 | 브랜드국가 독일 | 기타 | 기타 | 정보없음 | 3열 없음 | 동력원 가솔린/디젤/전기(라인업별 상이) | 연비 적정 | 유지비 적정 | #정보확인필요 | 장점 차량 특성 확인 필요 | 단점 세부 정보 확인 필요	모델=S8 | 브랜드=Audi | 구분=수입 | 브랜드국가=독일 | 바디=승용(세단/해치/왜건) | 차급=승용(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=높음 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=아우디 | 모델=S8 | 연식=1994.0~현재 | 별명=독3사 감성(비공식) | 태그=#아우디 #수입차 | 한줄=수입차 선호 수요에서 자주 비교되는 라인업.
3107	S8(D5)	아우디 S8(D5) | 브랜드국가 독일 | 기타 | 기타 | 정보없음 | 3열 없음 | 동력원 가솔린/디젤/전기(라인업별 상이) | 연비 적정 | 유지비 적정 | #정보확인필요 | 장점 차량 특성 확인 필요 | 단점 세부 정보 확인 필요	모델=S8(D5) | 브랜드=Audi | 구분=수입 | 브랜드국가=독일 | 바디=승용(세단/해치/왜건) | 차급=승용(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=높음 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=아우디 | 모델=S8(D5) | 연식=2019.0~현재 | 별명=독3사 감성(비공식) | 태그=#아우디 #수입차 | 한줄=수입차 선호 수요에서 자주 비교되는 라인업.
1551	TT(8N)	아우디 TT(8N) | 브랜드국가 독일 | 기타 | 기타 | 정보없음 | 3열 없음 | 동력원 가솔린/디젤/전기(라인업별 상이) | 연비 적정 | 유지비 적정 | #정보확인필요 | 장점 차량 특성 확인 필요 | 단점 세부 정보 확인 필요	모델=TT(8N) | 브랜드=Audi | 구분=수입 | 브랜드국가=독일 | 바디=승용(세단/해치/왜건) | 차급=승용(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=높음 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=아우디 | 모델=TT(8N) | 연식=1998.0~2006 | 별명=독3사 감성(비공식) | 태그=#아우디 #수입차 | 한줄=수입차 선호 수요에서 자주 비교되는 라인업.
1974	TT(8J)	아우디 TT(8J) | 브랜드국가 독일 | 기타 | 기타 | 정보없음 | 3열 없음 | 동력원 가솔린/디젤/전기(라인업별 상이) | 연비 적정 | 유지비 적정 | #정보확인필요 | 장점 차량 특성 확인 필요 | 단점 세부 정보 확인 필요	모델=TT(8J) | 브랜드=Audi | 구분=수입 | 브랜드국가=독일 | 바디=승용(세단/해치/왜건) | 차급=승용(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=높음 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=아우디 | 모델=TT(8J) | 연식=2006.0~2014 | 별명=독3사 감성(비공식) | 태그=#아우디 #수입차 | 한줄=수입차 선호 수요에서 자주 비교되는 라인업.
2860	TT(8S)	아우디 TT(8S) | 브랜드국가 독일 | 기타 | 기타 | 정보없음 | 3열 없음 | 동력원 가솔린/디젤/전기(라인업별 상이) | 연비 적정 | 유지비 적정 | #정보확인필요 | 장점 차량 특성 확인 필요 | 단점 세부 정보 확인 필요	모델=TT(8S) | 브랜드=Audi | 구분=수입 | 브랜드국가=독일 | 바디=승용(세단/해치/왜건) | 차급=승용(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=높음 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=아우디 | 모델=TT(8S) | 연식=2015.0~현재 | 별명=독3사 감성(비공식) | 태그=#아우디 #수입차 | 한줄=수입차 선호 수요에서 자주 비교되는 라인업.
1545	TTS (8J)	아우디 TTS (8J) | 브랜드국가 독일 | 기타 | 기타 | 정보없음 | 3열 없음 | 동력원 가솔린/디젤/전기(라인업별 상이) | 연비 적정 | 유지비 적정 | #정보확인필요 | 장점 차량 특성 확인 필요 | 단점 세부 정보 확인 필요	모델=TTS (8J) | 바디=승용(세단/해치/왜건) | 차급=승용(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=아우디 | 모델=TTS (8J) | 연식=2006.0~2015 | 별명=독3사 감성(비공식) | 태그=#아우디 #수입차 | 한줄=수입차 선호 수요에서 자주 비교되는 라인업.
2921	TTS (8S)	아우디 TTS (8S) | 브랜드국가 독일 | 기타 | 기타 | 정보없음 | 3열 없음 | 동력원 가솔린/디젤/전기(라인업별 상이) | 연비 적정 | 유지비 적정 | #정보확인필요 | 장점 차량 특성 확인 필요 | 단점 세부 정보 확인 필요	모델=TTS (8S) | 바디=승용(세단/해치/왜건) | 차급=승용(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=아우디 | 모델=TTS (8S) | 연식=2015.0~현재 | 별명=독3사 감성(비공식) | 태그=#아우디 #수입차 | 한줄=수입차 선호 수요에서 자주 비교되는 라인업.
2050	RS5	아우디 RS5 | 브랜드국가 독일 | 기타 | 기타 | 정보없음 | 3열 없음 | 동력원 가솔린/디젤/전기(라인업별 상이) | 연비 적정 | 유지비 적정 | #정보확인필요 | 장점 차량 특성 확인 필요 | 단점 세부 정보 확인 필요	모델=RS5 | 브랜드=Audi | 구분=수입 | 브랜드국가=독일 | 바디=승용(세단/해치/왜건) | 차급=승용(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=높음 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=아우디 | 모델=RS5 | 연식=2010.0~현재 | 별명=독3사 감성(비공식) | 태그=#아우디 #수입차 | 한줄=수입차 선호 수요에서 자주 비교되는 라인업.
3202	RS5(8W6)	아우디 RS5(8W6) | 브랜드국가 독일 | 기타 | 기타 | 정보없음 | 3열 없음 | 동력원 가솔린/디젤/전기(라인업별 상이) | 연비 적정 | 유지비 적정 | #정보확인필요 | 장점 차량 특성 확인 필요 | 단점 세부 정보 확인 필요	모델=RS5(8W6) | 브랜드=Audi | 구분=수입 | 브랜드국가=독일 | 바디=승용(세단/해치/왜건) | 차급=승용(급 미상) | 인승=5인 | 3열=없음 | 연비등급=적정 | 유지비=높음 | 태그=출퇴근;도심주행;장거리 | 장점=일상용 밸런스; 연비·승차감 무난(급/파워트레인별); 운전 난이도 낮음 | 단점=레저/적재 한계; 눈길/험로 약함; 옵션/트림 차이 큼	제조사=아우디 | 모델=RS5(8W6) | 연식=2021.0~현재 | 별명=독3사 감성(비공식) | 태그=#아우디 #수입차 | 한줄=수입차 선호 수요에서 자주 비교되는 라인업.
